CustomerID,Age,Gender,SeniorCitizen,Partner,Dependents,Tenure_Months,Contract,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,TechSupport,NumProducts,SupportCalls,MonthlyCharges,TotalCharges,Churn
CUST0235,37,Female,0,0,0,33,One Year,1,Bank Transfer,Fiber Optic,0,1,1,0,81.1,2517.18,0
CUST0236,59,Female,0,0,1,68,Month-to-Month,1,Bank Transfer,DSL,0,1,2,6,61.1,3579.56,1
CUST0237,29,Female,0,0,0,33,Two Year,1,Bank Transfer,Fiber Optic,0,1,2,4,103.99,2955.83,0
CUST0238,54,Female,1,1,0,14,Month-to-Month,0,Credit Card,Fiber Optic,1,0,2,7,110.0,1528.78,1
CUST0239,26,Male,0,1,0,21,Month-to-Month,0,Credit Card,No,1,1,2,3,55.34,1039.64,1
CUST0240,40,Female,0,0,0,48,Month-to-Month,0,Bank Transfer,Fiber Optic,1,1,1,9,43.69,1811.51,1
CUST0241,25,Female,0,0,1,20,One Year,1,Mailed Check,Fiber Optic,0,0,4,6,98.05,1843.06,0
CUST0242,49,Male,0,0,0,8,Month-to-Month,0,Credit Card,No,0,1,4,5,47.48,358.4,0
CUST0243,65,Male,0,1,0,7,Month-to-Month,1,Electronic Check,Fiber Optic,1,0,1,4,102.26,678.08,1
CUST0244,31,Male,0,0,0,67,Month-to-Month,1,Credit Card,DSL,0,0,1,3,62.37,3719.58,1
CUST0245,44,Female,1,0,0,17,One Year,1,Electronic Check,Fiber Optic,1,0,3,6,86.75,1256.88,1
CUST0246,42,Male,0,0,0,33,Month-to-Month,0,Credit Card,Fiber Optic,1,1,3,4,29.55,970.03,0
CUST0247,30,Male,0,1,0,48,One Year,0,Bank Transfer,Fiber Optic,1,1,3,4,82.39,3510.34,0
CUST0248,72,Male,0,1,0,59,Month-to-Month,0,Credit Card,Fiber Optic,1,0,2,0,65.18,3658.74,0
CUST0249,38,Female,0,1,1,22,Two Year,1,Bank Transfer,Fiber Optic,0,1,3,1,78.66,1654.37,0
CUST0250,62,Female,0,0,1,30,Two Year,0,Bank Transfer,DSL,0,0,4,4,36.8,1039.42,0
CUST0251,48,Female,1,0,0,38,Month-to-Month,1,Credit Card,DSL,1,1,2,2,93.69,3193.29,0
CUST0252,54,Female,0,1,0,51,Month-to-Month,1,Electronic Check,No,0,1,3,1,106.28,4827.65,1
CUST0253,65,Female,0,0,0,54,Month-to-Month,0,Electronic Check,Fiber Optic,0,1,2,3,41.67,2114.38,0
CUST0254,60,Female,0,1,1,8,Month-to-Month,1,Credit Card,DSL,0,1,4,3,29.57,231.81,1
CUST0255,71,Female,0,1,0,27,Month-to-Month,1,Bank Transfer,DSL,0,0,3,3,22.36,598.9,1
CUST0256,22,Male,0,0,0,27,One Year,1,Electronic Check,No,0,1,4,3,84.2,1968.5,0
CUST0257,30,Male,0,0,0,21,Month-to-Month,0,Mailed Check,Fiber Optic,0,1,4,2,80.71,1480.04,1
CUST0258,45,Male,0,0,1,30,Two Year,0,Bank Transfer,DSL,1,0,4,6,74.67,2221.53,0
CUST0259,60,Female,0,0,0,28,Month-to-Month,0,Credit Card,No,1,1,3,8,43.19,1161.53,0
CUST0260,42,Female,1,1,0,64,One Year,0,Bank Transfer,Fiber Optic,1,1,1,4,59.09,3715.39,0
CUST0261,68,Male,0,1,1,69,Month-to-Month,1,Mailed Check,No,1,0,3,3,79.45,4826.37,0
CUST0262,52,Male,1,1,0,61,Month-to-Month,1,Mailed Check,Fiber Optic,0,1,4,1,69.68,3987.54,0
CUST0263,64,Female,0,1,1,48,Month-to-Month,1,Electronic Check,DSL,0,1,3,1,118.78,5445.85,0
CUST0264,56,Female,1,1,0,19,Month-to-Month,0,Mailed Check,No,0,1,4,4,33.64,608.49,1
CUST0265,24,Female,0,1,1,4,Month-to-Month,0,Bank Transfer,DSL,1,0,1,6,89.51,326.25,1
CUST0266,55,Female,0,0,0,35,One Year,1,Electronic Check,Fiber Optic,1,0,2,9,60.43,1802.68,0
CUST0267,49,Female,1,1,1,64,Two Year,0,Mailed Check,Fiber Optic,0,0,1,9,62.82,3768.95,1
CUST0268,20,Female,0,0,0,49,Month-to-Month,0,Electronic Check,No,0,1,1,8,91.76,3992.5,0
CUST0269,62,Female,1,0,1,17,Month-to-Month,1,Electronic Check,DSL,1,1,2,6,89.24,1391.98,1
CUST0270,56,Female,1,1,0,44,Month-to-Month,0,Credit Card,Fiber Optic,1,1,3,4,119.13,5208.37,1
CUST0271,54,Male,0,1,0,30,Month-to-Month,1,Electronic Check,DSL,1,0,2,9,32.84,896.39,1
CUST0272,72,Female,0,0,1,46,Month-to-Month,0,Electronic Check,DSL,0,0,3,9,30.41,1365.25,0
CUST0273,67,Female,0,0,0,6,One Year,1,Mailed Check,Fiber Optic,0,1,3,9,92.43,487.08,1
CUST0274,39,Female,0,1,0,37,Two Year,1,Bank Transfer,Fiber Optic,1,1,4,5,77.84,2738.58,0
CUST0275,25,Male,0,1,0,24,Two Year,0,Bank Transfer,Fiber Optic,1,1,4,2,47.42,1134.15,0
CUST0276,34,Male,0,0,1,46,Month-to-Month,1,Mailed Check,DSL,1,1,2,4,27.94,1112.1,0
CUST0277,69,Female,0,1,0,53,Two Year,1,Bank Transfer,DSL,1,1,1,7,28.57,1288.97,0
CUST0278,44,Male,1,1,1,60,One Year,1,Electronic Check,DSL,1,1,2,0,109.42,6007.4,0
CUST0279,50,Male,0,1,0,63,Month-to-Month,0,Credit Card,No,1,1,3,0,39.19,2132.93,0
CUST0280,63,Male,0,1,0,32,Month-to-Month,1,Electronic Check,No,0,0,4,6,52.34,1611.67,1
CUST0281,34,Female,1,1,0,33,Two Year,1,Electronic Check,DSL,0,1,2,4,42.67,1390.06,0
CUST0282,59,Female,0,0,0,67,Month-to-Month,1,Credit Card,Fiber Optic,1,1,2,4,55.5,3402.81,0
CUST0283,29,Female,0,1,0,18,Month-to-Month,1,Mailed Check,DSL,0,0,4,0,26.94,431.0,0
CUST0284,65,Female,0,1,0,25,Month-to-Month,1,Electronic Check,Fiber Optic,1,0,4,8,71.91,1645.23,1
CUST0285,63,Female,0,0,0,54,One Year,1,Electronic Check,DSL,1,0,4,0,26.76,1385.1,0
CUST0286,44,Female,0,0,1,58,Month-to-Month,0,Mailed Check,DSL,1,1,3,4,100.04,4939.85,1
CUST0287,65,Female,0,1,0,67,Two Year,0,Electronic Check,Fiber Optic,0,0,4,9,43.37,2726.85,0
CUST0288,25,Male,1,1,0,46,One Year,1,Electronic Check,No,0,0,1,8,74.0,3206.55,0
CUST0289,40,Female,0,0,0,24,One Year,1,Bank Transfer,Fiber Optic,1,1,2,3,108.01,2451.36,0
CUST0290,59,Female,0,1,0,32,Month-to-Month,1,Mailed Check,DSL,1,0,4,7,85.09,2413.3,0
CUST0291,66,Female,0,1,0,47,One Year,1,Electronic Check,Fiber Optic,1,1,4,5,73.3,3297.33,0
CUST0292,46,Female,0,1,0,23,Month-to-Month,1,Electronic Check,No,0,0,3,2,52.43,1041.54,0
CUST0293,67,Female,1,0,1,66,Month-to-Month,1,Credit Card,Fiber Optic,0,1,3,3,53.3,3095.28,1
CUST0294,37,Female,0,1,0,27,Month-to-Month,0,Credit Card,Fiber Optic,1,0,2,1,86.95,2304.5,0
CUST0295,33,Female,0,1,0,2,Month-to-Month,0,Credit Card,Fiber Optic,1,0,1,0,119.41,229.46,1
CUST0296,34,Female,0,0,0,17,One Year,1,Electronic Check,Fiber Optic,1,0,2,7,86.18,1248.32,1
CUST0297,33,Male,1,1,0,33,Month-to-Month,1,Electronic Check,Fiber Optic,0,1,4,0,75.78,2218.8,0
CUST0298,36,Male,0,1,0,9,Month-to-Month,1,Credit Card,DSL,0,1,1,0,93.07,738.92,1
CUST0299,73,Female,0,1,0,43,Month-to-Month,0,Bank Transfer,DSL,0,0,1,3,66.52,2547.5,1
CUST0300,73,Female,0,1,0,48,Two Year,1,Bank Transfer,Fiber Optic,1,1,1,9,26.01,1107.57,0
CUST0301,25,Male,0,0,0,39,One Year,1,Bank Transfer,Fiber Optic,1,0,1,9,76.23,2554.91,1
CUST0302,55,Female,0,0,1,42,One Year,0,Bank Transfer,No,0,1,2,5,115.76,4467.33,1
CUST0303,55,Female,0,1,0,26,Month-to-Month,1,Mailed Check,DSL,0,1,3,8,37.53,936.66,1
CUST0304,70,Male,0,1,0,50,Month-to-Month,1,Credit Card,DSL,1,1,3,0,89.0,4187.49,1
CUST0305,46,Female,0,1,0,25,Two Year,1,Electronic Check,DSL,0,1,4,6,40.09,953.07,0
CUST0306,58,Female,0,1,0,24,Month-to-Month,1,Credit Card,Fiber Optic,1,1,3,9,73.58,1522.53,0
CUST0307,53,Female,0,0,0,13,Month-to-Month,1,Bank Transfer,Fiber Optic,1,1,3,4,29.67,382.9,1
CUST0308,43,Male,0,0,0,60,One Year,1,Electronic Check,Fiber Optic,0,1,3,7,65.04,3807.86,0
CUST0309,48,Male,0,0,1,7,Month-to-Month,1,Mailed Check,No,0,1,3,6,95.62,649.77,1
CUST0310,61,Female,0,1,0,57,Two Year,1,Credit Card,No,1,1,4,3,54.76,3038.44,0
CUST0311,29,Male,0,1,0,36,Month-to-Month,0,Electronic Check,DSL,0,1,2,3,86.49,3082.21,0
CUST0312,72,Male,0,1,0,45,Month-to-Month,1,Electronic Check,Fiber Optic,0,1,1,5,99.54,4173.09,0
CUST0313,34,Male,0,0,0,20,Month-to-Month,1,Bank Transfer,Fiber Optic,1,1,3,5,112.72,1983.97,0
CUST0314,32,Female,0,0,0,65,Month-to-Month,0,Bank Transfer,Fiber Optic,1,1,2,8,43.46,2662.52,0
CUST0315,26,Male,1,0,0,8,Two Year,1,Credit Card,DSL,1,0,3,4,59.93,460.95,1
CUST0316,56,Male,0,0,0,16,One Year,0,Mailed Check,Fiber Optic,0,0,3,7,35.24,541.67,0
CUST0317,59,Male,0,0,0,14,Month-to-Month,1,Electronic Check,No,0,0,1,4,119.25,1549.66,0
CUST0318,65,Female,0,1,0,15,Month-to-Month,0,Bank Transfer,Fiber Optic,0,1,1,1,112.7,1454.28,1
CUST0319,29,Male,1,1,1,66,One Year,0,Credit Card,No,0,0,1,5,74.0,4423.28,1
CUST0320,49,Male,0,1,0,32,One Year,1,Bank Transfer,No,1,1,3,8,104.2,3294.77,1
CUST0321,42,Female,0,0,0,63,Month-to-Month,1,Credit Card,DSL,0,1,3,2,72.1,4259.17,0
CUST0322,56,Male,0,1,1,51,Month-to-Month,1,Bank Transfer,DSL,1,1,3,0,82.36,3909.48,1
CUST0323,35,Male,0,1,1,25,Month-to-Month,1,Mailed Check,DSL,0,0,1,0,28.91,643.48,1
CUST0324,32,Male,0,0,1,58,One Year,1,Electronic Check,DSL,0,1,4,2,95.53,5015.85,0
CUST0325,49,Female,0,0,0,63,Two Year,1,Bank Transfer,DSL,1,1,2,9,32.77,2032.1,0
CUST0326,23,Female,0,0,1,62,Month-to-Month,1,Electronic Check,DSL,0,1,4,4,102.61,6043.53,1
CUST0327,61,Male,0,1,0,22,One Year,1,Credit Card,No,0,0,3,2,98.2,2091.5,1
CUST0328,60,Male,1,0,0,58,Month-to-Month,0,Mailed Check,DSL,0,1,3,8,90.87,4839.08,0
CUST0329,69,Male,0,1,0,58,Month-to-Month,1,Electronic Check,DSL,0,1,4,7,23.62,1293.98,0
CUST0330,52,Male,0,1,1,49,Month-to-Month,1,Bank Transfer,No,0,1,3,2,50.31,2187.26,0
CUST0331,51,Male,1,0,0,52,Two Year,1,Electronic Check,Fiber Optic,0,1,2,8,46.31,2301.73,0
CUST0332,55,Male,1,1,0,42,Month-to-Month,0,Electronic Check,Fiber Optic,1,1,3,5,56.01,2150.44,1
CUST0333,73,Female,1,0,0,70,Month-to-Month,1,Credit Card,DSL,1,1,2,6,28.76,1844.86,1
CUST0334,71,Male,1,0,0,15,Month-to-Month,1,Mailed Check,DSL,1,1,4,3,113.7,1615.79,1
CUST0335,74,Male,1,1,1,54,Month-to-Month,1,Mailed Check,No,0,1,4,3,75.38,4031.61,0
CUST0336,22,Male,0,1,0,60,Month-to-Month,1,Electronic Check,DSL,1,1,3,1,50.55,2607.17,0
CUST0337,35,Female,1,1,0,8,One Year,1,Electronic Check,DSL,0,0,2,4,59.7,465.04,0
CUST0338,33,Male,0,0,1,53,Month-to-Month,0,Credit Card,DSL,1,0,3,7,64.72,3066.07,0
CUST0339,25,Female,0,1,0,60,One Year,1,Electronic Check,Fiber Optic,1,0,1,6,80.06,4402.92,1
CUST0340,42,Male,0,0,0,5,Month-to-Month,1,Credit Card,DSL,0,0,1,6,71.57,305.35,1
CUST0341,49,Male,1,0,1,68,Month-to-Month,1,Mailed Check,No,1,0,1,5,111.94,6813.86,1
CUST0342,43,Male,0,1,1,6,Month-to-Month,0,Mailed Check,Fiber Optic,1,0,1,2,69.7,387.0,1
CUST0343,69,Male,1,1,1,47,Month-to-Month,1,Credit Card,DSL,1,1,3,4,119.22,4810.06,1
CUST0344,39,Male,0,1,0,55,Month-to-Month,1,Electronic Check,DSL,0,0,1,0,105.14,5341.27,0
CUST0345,48,Male,0,1,0,40,Month-to-Month,1,Mailed Check,Fiber Optic,1,0,2,6,40.85,1616.13,1
CUST0346,60,Female,0,0,0,52,One Year,1,Bank Transfer,Fiber Optic,1,1,4,8,113.06,5090.19,1
CUST0347,27,Male,0,1,0,16,One Year,1,Credit Card,No,0,1,4,0,31.64,488.35,1
CUST0348,73,Male,0,0,0,13,Month-to-Month,0,Mailed Check,Fiber Optic,1,1,1,1,101.74,1205.5,0
CUST0349,74,Male,0,1,0,30,Month-to-Month,1,Mailed Check,Fiber Optic,0,1,1,2,58.06,1651.71,0
CUST0350,29,Female,0,1,1,19,Month-to-Month,1,Mailed Check,Fiber Optic,0,0,1,2,107.8,1820.92,0
CUST0351,70,Male,0,1,0,17,Month-to-Month,0,Bank Transfer,DSL,1,0,3,7,106.81,1586.84,0
CUST0352,45,Female,0,0,0,63,Month-to-Month,0,Bank Transfer,DSL,1,0,4,6,100.59,5539.13,0
CUST0353,23,Male,0,1,0,19,Two Year,0,Bank Transfer,DSL,1,0,1,5,99.0,1618.74,1
CUST0354,37,Male,0,0,0,58,Month-to-Month,1,Electronic Check,Fiber Optic,1,0,2,9,50.47,2569.69,1
CUST0355,22,Female,0,1,1,55,Month-to-Month,0,Credit Card,No,0,1,1,9,28.09,1467.14,1
CUST0356,40,Female,0,1,0,62,Month-to-Month,1,Electronic Check,Fiber Optic,0,0,4,3,60.3,3672.25,0
CUST0357,26,Male,0,0,0,23,Month-to-Month,0,Bank Transfer,Fiber Optic,1,0,1,8,37.35,835.1,1
CUST0358,46,Female,0,0,0,9,One Year,1,Credit Card,DSL,0,0,4,0,89.5,767.46,1
CUST0359,33,Female,0,1,0,12,Month-to-Month,1,Electronic Check,Fiber Optic,1,1,1,1,54.61,567.88,0
CUST0360,71,Male,0,1,0,1,Month-to-Month,1,Electronic Check,No,1,0,2,3,117.56,105.03,1
CUST0361,63,Male,1,0,1,58,One Year,1,Electronic Check,No,0,0,1,2,84.1,4372.81,0
CUST0362,39,Male,1,1,0,1,Month-to-Month,1,Bank Transfer,Fiber Optic,0,0,2,0,102.25,90.75,1
CUST0363,25,Female,0,0,0,34,One Year,0,Mailed Check,No,1,0,2,4,33.25,1048.26,0
CUST0364,37,Male,0,1,0,48,One Year,1,Credit Card,No,1,0,1,6,106.2,4742.47,0
CUST0365,68,Male,0,0,1,1,Month-to-Month,0,Bank Transfer,No,1,1,2,1,112.28,101.45,1
CUST0366,31,Female,0,0,1,16,One Year,0,Credit Card,Fiber Optic,1,0,3,4,68.71,992.8,0
CUST0367,56,Female,0,0,0,61,Month-to-Month,1,Bank Transfer,DSL,0,1,1,5,80.63,4791.94,0
CUST0368,54,Male,1,0,0,64,Month-to-Month,0,Electronic Check,Fiber Optic,0,1,1,6,96.48,5979.56,1
CUST0369,67,Female,0,0,1,63,Month-to-Month,1,Electronic Check,No,0,1,2,0,37.48,2116.07,0
CUST0370,51,Female,0,1,1,69,Month-to-Month,0,Mailed Check,Fiber Optic,0,0,2,6,70.26,4785.25,1
CUST0371,28,Female,0,1,1,22,One Year,1,Mailed Check,DSL,0,0,1,3,59.87,1307.82,1
CUST0372,71,Male,0,1,1,67,Two Year,0,Credit Card,Fiber Optic,0,0,3,7,34.64,2086.5,0
CUST0373,57,Male,1,1,0,26,Two Year,0,Mailed Check,Fiber Optic,0,1,2,3,56.75,1332.62,1
CUST0374,50,Male,0,1,0,16,One Year,0,Mailed Check,DSL,0,1,2,5,26.82,397.3,0
CUST0375,48,Female,1,1,1,51,Month-to-Month,1,Credit Card,No,0,0,4,8,22.58,1141.41,0
CUST0376,71,Male,0,1,1,57,Month-to-Month,1,Bank Transfer,DSL,1,1,3,4,33.52,1875.19,0
CUST0377,61,Male,1,1,0,29,Month-to-Month,1,Mailed Check,No,1,1,3,3,116.31,2918.94,1
CUST0378,51,Female,1,1,0,69,Month-to-Month,1,Bank Transfer,Fiber Optic,0,1,1,7,74.95,4700.47,1
CUST0379,67,Female,1,0,1,47,Month-to-Month,1,Electronic Check,DSL,1,0,3,8,116.58,5112.18,1
CUST0380,24,Male,0,0,0,62,Two Year,1,Mailed Check,DSL,0,1,1,3,63.25,3629.23,0
CUST0381,66,Female,0,1,1,69,Month-to-Month,1,Electronic Check,Fiber Optic,1,0,4,2,51.18,3104.4,0
CUST0382,71,Male,0,0,0,16,Month-to-Month,0,Electronic Check,DSL,0,1,3,7,70.61,1105.83,0
CUST0383,40,Male,0,1,0,48,Month-to-Month,1,Bank Transfer,DSL,1,0,2,4,63.95,2920.85,1
CUST0384,63,Male,1,0,0,39,Two Year,1,Credit Card,DSL,0,0,4,1,30.57,1163.24,0
CUST0385,73,Female,0,0,0,33,One Year,0,Mailed Check,DSL,1,1,1,9,84.08,2715.86,0
CUST0386,24,Female,0,0,0,23,One Year,0,Bank Transfer,DSL,0,1,4,8,41.6,920.68,0
CUST0387,71,Male,0,1,0,10,Month-to-Month,1,Credit Card,Fiber Optic,1,0,1,2,81.96,750.66,0
CUST0388,42,Male,0,1,1,69,Two Year,1,Electronic Check,Fiber Optic,0,0,4,1,85.02,5523.68,0
CUST0389,20,Male,0,1,1,34,Month-to-Month,1,Mailed Check,DSL,0,1,1,0,35.2,1046.07,0
CUST0390,55,Male,0,1,0,52,Two Year,1,Electronic Check,Fiber Optic,1,1,3,7,26.13,1292.24,0
CUST0391,37,Female,0,0,0,10,Month-to-Month,1,Electronic Check,Fiber Optic,0,1,2,2,98.08,860.05,0
CUST0392,51,Male,0,1,0,19,Month-to-Month,0,Mailed Check,Fiber Optic,1,1,1,6,65.98,1196.07,0
CUST0393,66,Male,1,0,0,58,Month-to-Month,0,Credit Card,DSL,0,0,4,0,25.82,1324.5,0
CUST0394,61,Female,0,1,0,1,One Year,0,Credit Card,Fiber Optic,0,1,1,0,119.49,103.67,1
CUST0395,61,Male,1,0,0,69,Month-to-Month,0,Mailed Check,DSL,1,1,1,8,25.78,1556.1,1
CUST0396,47,Male,0,0,0,4,Two Year,0,Mailed Check,DSL,0,1,1,7,89.5,304.41,0
CUST0397,34,Male,0,0,0,16,Month-to-Month,1,Bank Transfer,Fiber Optic,0,0,4,2,118.37,1814.02,0
CUST0398,27,Male,0,0,0,24,Month-to-Month,1,Bank Transfer,DSL,1,1,2,5,43.92,1011.77,0
CUST0399,52,Male,0,1,1,2,Month-to-Month,1,Electronic Check,DSL,1,1,3,2,34.22,63.46,1
CUST0400,37,Female,0,1,0,32,Month-to-Month,1,Mailed Check,DSL,1,1,2,3,32.14,899.1,0
CUST0401,35,Female,0,0,1,24,Month-to-Month,1,Credit Card,DSL,0,1,1,0,50.33,1041.87,0
CUST0402,62,Female,0,1,1,12,Month-to-Month,1,Electronic Check,Fiber Optic,1,1,4,4,30.1,308.06,1
CUST0403,61,Female,0,1,1,50,One Year,1,Electronic Check,DSL,0,1,2,0,89.22,3902.76,1
CUST0404,44,Male,0,0,1,35,Month-to-Month,1,Electronic Check,Fiber Optic,0,0,1,0,26.23,903.02,1
CUST0405,66,Female,0,1,0,33,Two Year,0,Electronic Check,No,1,0,3,9,70.94,2074.68,0
CUST0406,53,Female,0,1,0,33,One Year,1,Credit Card,No,0,1,3,6,119.67,3566.6,0
CUST0407,40,Female,1,1,0,61,Two Year,0,Electronic Check,DSL,0,1,3,5,101.4,5355.33,0
CUST0408,49,Female,0,0,1,51,Month-to-Month,1,Mailed Check,Fiber Optic,0,0,1,1,81.52,3672.56,1
CUST0409,27,Female,0,1,1,43,Month-to-Month,0,Bank Transfer,Fiber Optic,1,1,4,1,50.63,2020.09,0
CUST0410,28,Female,1,0,1,12,Month-to-Month,1,Credit Card,Fiber Optic,1,0,2,6,82.39,930.51,0
CUST0411,55,Female,0,0,0,67,One Year,1,Mailed Check,DSL,1,0,3,0,72.7,4319.53,0
CUST0412,23,Female,1,0,1,65,Two Year,0,Mailed Check,Fiber Optic,0,1,1,1,62.61,3494.44,0
CUST0413,58,Male,0,1,0,33,Month-to-Month,1,Mailed Check,DSL,1,1,1,7,33.07,991.62,1
CUST0414,64,Female,1,1,0,40,Month-to-Month,0,Bank Transfer,Fiber Optic,1,0,2,5,108.66,3847.13,1
CUST0415,51,Male,0,1,1,43,Two Year,0,Bank Transfer,No,0,1,3,1,64.98,2467.04,0
CUST0416,53,Female,1,0,0,44,Month-to-Month,0,Bank Transfer,Fiber Optic,0,1,1,6,39.46,1725.79,0
CUST0417,54,Female,0,1,1,29,One Year,1,Mailed Check,No,0,1,2,3,56.78,1551.85,0
CUST0418,34,Female,0,0,0,13,Month-to-Month,0,Bank Transfer,No,0,0,4,1,61.41,745.27,0
CUST0419,57,Male,0,1,1,12,Two Year,1,Electronic Check,DSL,1,1,4,5,102.75,1124.95,0
CUST0420,57,Male,0,0,0,46,Month-to-Month,0,Bank Transfer,DSL,0,0,4,8,93.36,3926.7,0
CUST0421,71,Female,0,1,1,2,Month-to-Month,0,Credit Card,Fiber Optic,0,0,3,8,96.93,180.51,1
CUST0422,29,Male,0,1,1,35,One Year,1,Mailed Check,DSL,1,1,2,7,21.1,704.87,0
CUST0423,38,Female,1,1,1,8,Two Year,0,Mailed Check,Fiber Optic,1,1,2,2,61.62,470.94,0
CUST0424,57,Male,0,0,0,26,Month-to-Month,0,Electronic Check,Fiber Optic,1,0,1,2,68.13,1551.29,1
CUST0425,36,Male,1,0,1,34,Month-to-Month,0,Bank Transfer,DSL,0,1,1,1,21.92,689.4,0
CUST0426,20,Male,0,1,0,7,One Year,1,Bank Transfer,DSL,0,1,1,4,45.98,293.47,0
CUST0427,35,Female,1,0,0,68,Two Year,1,Credit Card,DSL,0,1,2,3,96.03,6403.22,0
CUST0428,70,Male,1,0,0,58,Two Year,0,Electronic Check,Fiber Optic,0,1,1,6,33.71,1847.08,0
CUST0429,68,Male,0,0,1,29,Two Year,0,Credit Card,Fiber Optic,0,0,2,3,73.53,1982.84,0
CUST0430,36,Female,1,1,0,36,Month-to-Month,1,Credit Card,Fiber Optic,1,1,2,8,41.52,1296.38,1
CUST0431,64,Male,1,1,1,21,Month-to-Month,0,Mailed Check,Fiber Optic,0,0,4,1,21.21,419.06,0
CUST0432,23,Female,0,1,1,36,One Year,1,Mailed Check,Fiber Optic,0,1,1,5,44.12,1378.0,1
CUST0433,33,Female,0,0,0,10,Two Year,1,Bank Transfer,Fiber Optic,0,0,4,6,117.59,1058.99,1
CUST0434,25,Male,0,1,1,24,Month-to-Month,1,Bank Transfer,Fiber Optic,1,0,3,3,100.15,2094.56,0
CUST0435,65,Female,0,0,0,64,Month-to-Month,0,Credit Card,No,1,1,3,5,115.96,7078.65,1
CUST0436,35,Male,0,0,1,49,One Year,1,Bank Transfer,Fiber Optic,1,0,3,6,68.79,2969.39,0
CUST0437,69,Male,0,1,0,36,Month-to-Month,1,Credit Card,DSL,0,0,2,3,30.97,1013.22,1
CUST0438,65,Female,0,1,0,24,Month-to-Month,1,Bank Transfer,Fiber Optic,0,0,2,7,74.8,1767.11,1
CUST0439,60,Male,0,1,0,23,Month-to-Month,1,Bank Transfer,No,0,1,2,8,65.44,1325.48,0
CUST0440,56,Male,1,0,0,62,One Year,1,Mailed Check,DSL,0,1,1,0,104.44,5997.21,0
CUST0441,66,Female,1,0,0,37,One Year,1,Mailed Check,Fiber Optic,1,0,4,6,29.81,1006.89,0
CUST0442,66,Female,0,1,0,12,Month-to-Month,0,Mailed Check,DSL,1,0,2,8,68.82,704.21,0
CUST0443,29,Male,0,0,0,55,One Year,1,Mailed Check,Fiber Optic,1,0,4,9,35.0,1865.16,0
CUST0444,62,Female,0,1,0,13,One Year,0,Electronic Check,DSL,1,1,4,4,52.47,586.86,0
CUST0445,27,Female,0,1,0,23,Month-to-Month,1,Mailed Check,Fiber Optic,1,1,4,1,93.74,1985.99,1
CUST0446,24,Female,0,1,1,30,One Year,1,Electronic Check,No,0,0,1,9,67.6,1894.36,0
CUST0447,63,Female,0,1,0,17,Month-to-Month,1,Mailed Check,Fiber Optic,1,0,1,5,57.59,924.46,1
CUST0448,72,Male,0,1,1,62,Month-to-Month,1,Bank Transfer,Fiber Optic,0,0,3,6,59.45,3513.75,1
CUST0449,18,Male,0,1,0,13,Month-to-Month,0,Credit Card,DSL,1,0,3,1,65.94,761.2,0
CUST0450,66,Female,0,0,0,59,Month-to-Month,0,Bank Transfer,Fiber Optic,0,0,4,1,98.5,4948.47,0
CUST0451,53,Male,0,0,0,19,Month-to-Month,1,Bank Transfer,No,0,1,3,9,109.21,1988.91,1
CUST0452,38,Female,1,1,0,49,Two Year,1,Electronic Check,DSL,1,0,4,9,115.53,5266.67,1
CUST0453,54,Female,0,1,0,12,One Year,1,Mailed Check,DSL,0,1,1,0,98.69,1155.17,0
CUST0454,69,Male,0,0,0,61,One Year,0,Credit Card,Fiber Optic,0,1,1,3,51.54,3059.71,0
CUST0455,41,Male,1,0,1,19,Month-to-Month,1,Credit Card,No,0,0,1,6,88.81,1647.73,1
CUST0456,72,Male,0,1,1,9,Month-to-Month,1,Mailed Check,DSL,0,1,2,8,63.76,529.52,1
CUST0457,42,Male,0,1,0,71,Month-to-Month,1,Electronic Check,Fiber Optic,1,1,4,2,45.47,2905.68,0
CUST0458,24,Female,0,0,1,28,Month-to-Month,1,Electronic Check,Fiber Optic,1,0,1,6,104.09,2823.39,0
CUST0459,59,Female,0,1,0,52,Month-to-Month,1,Electronic Check,Fiber Optic,0,1,4,6,23.84,1137.65,0
CUST0460,34,Male,1,0,0,16,One Year,1,Credit Card,No,0,0,3,6,110.18,1546.96,1
CUST0461,46,Female,0,1,0,69,Two Year,1,Electronic Check,Fiber Optic,1,1,3,1,66.15,4465.06,0
CUST0462,47,Male,0,0,1,12,Month-to-Month,0,Electronic Check,DSL,0,1,1,5,83.72,986.94,1
CUST0463,24,Male,0,1,1,25,Month-to-Month,1,Credit Card,Fiber Optic,0,1,4,1,85.94,1976.5,1
CUST0464,50,Male,0,1,1,52,One Year,1,Credit Card,Fiber Optic,0,1,1,5,109.51,4905.0,0
CUST0465,24,Female,1,1,0,53,Month-to-Month,1,Bank Transfer,DSL,1,1,3,9,83.67,4027.31,0
CUST0466,41,Female,0,0,0,23,Two Year,1,Credit Card,No,0,1,1,2,81.39,1816.8,0
CUST0467,28,Male,0,1,1,16,One Year,1,Mailed Check,DSL,0,1,4,1,26.67,420.43,1
CUST0468,26,Male,0,0,0,57,Two Year,1,Credit Card,No,0,0,3,5,71.84,3605.63,0
CUST0469,29,Male,0,0,0,39,Month-to-Month,1,Credit Card,DSL,0,1,2,1,35.02,1174.63,1
CUST0470,52,Male,0,0,0,53,One Year,1,Electronic Check,Fiber Optic,1,0,3,4,93.74,4876.82,0
